Memory Length,500,
Trigger Level,-4.000E-02,
Source,CH1,
Vertical Units,V,
Vertical Scale,5.000E-01,
Vertical Position,6.800E-01,
Horizontal Units,s,
Horizontal Scale,1.000E-04,
Horizontal Position,-1.000E-03,
Horizontal Mode,Main,
Sampling Period,4.000E-06,
Firmware,V1.09,
Time,06-May-21 13:22,
Waveform Data,
-81,
-79,
-77,
-80,
-78,
-77,
-78,
-76,
-76,
-78,
-76,
-78,
-78,
-74,
-74,
-78,
-78,
-74,
-76,
-77,
-76,
-75,
-74,
-75,
-76,
-74,
-76,
-74,
-72,
-73,
-74,
-74,
-74,
-71,
-73,
-74,
-72,
-73,
-73,
-70,
-72,
-71,
-71,
-72,
-70,
-70,
-73,
-71,
-70,
-71,
-70,
-70,
-71,
-69,
-70,
-68,
-70,
-70,
-67,
-69,
-67,
-67,
-69,
-68,
-68,
-70,
-67,
-68,
-67,
-67,
-68,
-68,
-65,
-70,
-68,
-66,
-68,
-68,
-66,
-66,
-65,
-65,
-62,
-66,
-66,
-66,
-66,
-65,
-64,
-62,
-62,
-65,
-63,
-62,
-66,
-62,
-61,
-62,
-61,
-60,
-62,
-64,
-60,
-62,
-60,
-62,
-61,
-58,
-59,
-60,
-61,
-58,
-59,
-59,
-58,
-58,
-62,
-59,
-58,
-58,
-58,
-60,
-56,
-58,
-57,
-59,
-56,
-57,
-58,
-56,
-58,
-57,
-55,
-54,
-58,
-55,
-55,
-55,
-55,
-56,
-57,
-56,
-54,
-53,
-55,
-55,
-55,
-52,
-54,
-53,
-54,
-54,
-54,
-52,
-52,
-53,
-50,
-52,
-50,
-52,
-54,
-52,
-50,
-50,
-50,
-53,
-52,
-50,
-51,
-51,
-50,
-50,
-49,
-49,
-48,
-49,
-49,
-49,
-49,
-50,
-48,
-50,
-50,
-48,
-46,
-48,
-46,
-48,
-49,
-48,
-46,
-44,
-45,
-47,
-48,
-45,
-46,
-47,
-44,
-45,
-46,
-44,
-45,
-44,
-43,
-44,
-45,
-46,
-42,
-44,
-44,
-42,
-43,
-42,
-44,
-44,
-43,
-40,
-41,
-41,
-43,
-42,
-43,
-42,
-41,
-40,
-40,
-39,
-41,
-40,
-41,
-41,
-42,
-38,
-40,
-37,
-40,
-38,
-37,
-38,
-39,
-40,
-38,
-37,
-38,
-37,
-37,
-37,
-35,
-36,
-35,
-37,
-37,
-39,
-36,
-37,
-36,
-38,
-35,
-36,
-34,
-36,
-33,
-34,
-34,
-34,
-35,
-35,
-34,
-33,
-34,
-33,
-34,
-32,
-32,
-33,
-32,
-33,
-30,
-32,
-32,
-31,
-32,
-32,
-34,
-31,
-32,
-31,
-30,
-31,
-30,
-29,
-29,
-31,
-31,
-30,
-30,
-29,
-28,
-29,
-29,
-26,
-29,
-29,
-27,
-29,
-29,
-26,
-28,
-28,
-26,
-27,
-27,
-28,
-26,
-26,
-26,
-26,
-25,
-26,
-25,
-25,
-26,
-24,
-24,
-24,
-25,
-25,
-24,
-22,
-22,
-24,
-23,
-22,
-22,
-22,
-22,
-22,
-23,
-22,
-22,
-24,
-21,
-23,
-20,
-21,
-22,
-23,
-21,
-20,
-22,
-20,
-20,
-20,
-21,
-18,
-20,
-21,
-20,
-20,
-19,
-18,
-19,
-20,
-21,
-20,
-18,
-20,
-19,
-17,
-17,
-19,
-18,
-17,
-18,
-17,
-16,
-17,
-16,
-18,
-13,
-15,
-17,
-17,
-16,
-14,
-16,
-14,
-16,
-13,
-14,
-14,
-15,
-12,
-12,
-12,
-13,
-14,
-13,
-14,
-10,
-12,
-11,
-12,
-11,
-12,
-13,
-12,
-12,
-11,
-12,
-10,
-8,
-12,
-10,
-9,
-10,
-11,
-10,
-10,
-9,
-9,
-10,
-10,
-8,
-9,
-9,
-8,
-7,
-9,
-10,
-6,
-7,
-6,
-6,
-6,
-9,
-6,
-4,
-6,
-5,
-5,
-5,
-5,
-6,
-4,
-3,
-3,
-3,
-8,
-2,
-2,
-1,
-5,
-2,
-8,
-3,
-2,
-4,
-3,
-1,
-5,
-3,
-2,
-3,
-2,
-2,
-2,
-4,
-1,
-1,
-1,
-2,
-1,
0,
-2,
0,
0,
-2,
3,
2,
2,
0,
3,
-1,
2,
0,
0,
0,
2,
3,
6,
5,
3,
3,
5,
5,
3,
4,
7,
