Memory Length,500,
Trigger Level,-4.000E-02,
Source,CH1,
Vertical Units,V,
Vertical Scale,5.000E-01,
Vertical Position,6.800E-01,
Horizontal Units,s,
Horizontal Scale,1.000E-04,
Horizontal Position,-1.000E-03,
Horizontal Mode,Main,
Sampling Period,4.000E-06,
Firmware,V1.09,
Time,06-May-21 13:27,
Waveform Data,
-78,
-77,
-80,
-77,
-78,
-78,
-78,
-78,
-76,
-78,
-77,
-76,
-77,
-79,
-76,
-76,
-75,
-76,
-75,
-75,
-74,
-75,
-76,
-76,
-76,
-74,
-74,
-75,
-73,
-73,
-74,
-74,
-74,
-74,
-76,
-75,
-73,
-73,
-73,
-72,
-71,
-73,
-74,
-71,
-72,
-71,
-70,
-73,
-73,
-71,
-69,
-70,
-71,
-72,
-71,
-69,
-69,
-69,
-70,
-70,
-68,
-68,
-68,
-68,
-70,
-69,
-68,
-68,
-67,
-69,
-68,
-68,
-66,
-69,
-66,
-66,
-66,
-66,
-66,
-66,
-66,
-65,
-65,
-66,
-66,
-66,
-64,
-64,
-65,
-62,
-66,
-64,
-64,
-62,
-64,
-62,
-64,
-64,
-64,
-62,
-63,
-62,
-60,
-61,
-61,
-60,
-59,
-61,
-60,
-61,
-62,
-61,
-59,
-58,
-60,
-58,
-59,
-58,
-61,
-60,
-58,
-54,
-59,
-57,
-56,
-56,
-57,
-57,
-57,
-57,
-57,
-56,
-56,
-57,
-54,
-60,
-57,
-56,
-54,
-56,
-55,
-54,
-58,
-53,
-56,
-56,
-52,
-54,
-52,
-54,
-54,
-52,
-54,
-54,
-54,
-53,
-54,
-54,
-51,
-53,
-54,
-50,
-52,
-52,
-52,
-49,
-51,
-52,
-50,
-52,
-50,
-51,
-51,
-51,
-49,
-51,
-49,
-49,
-46,
-52,
-49,
-49,
-50,
-48,
-47,
-48,
-48,
-48,
-46,
-46,
-46,
-48,
-48,
-46,
-45,
-46,
-48,
-45,
-46,
-47,
-44,
-47,
-45,
-47,
-44,
-43,
-43,
-46,
-42,
-43,
-44,
-44,
-45,
-45,
-43,
-42,
-42,
-44,
-44,
-44,
-43,
-42,
-44,
-41,
-42,
-42,
-42,
-40,
-40,
-41,
-41,
-40,
-41,
-40,
-40,
-39,
-40,
-38,
-37,
-38,
-40,
-39,
-40,
-38,
-38,
-37,
-38,
-39,
-37,
-38,
-37,
-36,
-36,
-36,
-38,
-36,
-36,
-35,
-37,
-36,
-34,
-36,
-36,
-34,
-37,
-36,
-36,
-32,
-33,
-37,
-34,
-36,
-34,
-36,
-35,
-34,
-34,
-33,
-33,
-35,
-33,
-35,
-33,
-31,
-33,
-30,
-30,
-31,
-30,
-32,
-33,
-30,
-32,
-29,
-31,
-31,
-30,
-30,
-30,
-32,
-27,
-29,
-29,
-28,
-29,
-28,
-30,
-28,
-29,
-28,
-27,
-29,
-26,
-27,
-26,
-29,
-26,
-26,
-25,
-26,
-26,
-25,
-27,
-26,
-25,
-25,
-23,
-27,
-24,
-25,
-26,
-25,
-24,
-25,
-25,
-24,
-24,
-26,
-22,
-22,
-22,
-22,
-25,
-24,
-23,
-21,
-22,
-22,
-21,
-22,
-22,
-22,
-19,
-22,
-21,
-20,
-20,
-20,
-20,
-21,
-21,
-20,
-18,
-18,
-17,
-19,
-18,
-18,
-17,
-19,
-18,
-19,
-18,
-16,
-18,
-18,
-17,
-16,
-18,
-18,
-16,
-16,
-15,
-14,
-14,
-14,
-17,
-15,
-14,
-15,
-16,
-16,
-14,
-14,
-14,
-13,
-16,
-13,
-14,
-13,
-16,
-14,
-13,
-12,
-12,
-12,
-11,
-12,
-12,
-10,
-11,
-12,
-13,
-11,
-12,
-11,
-12,
-10,
-10,
-10,
-12,
-9,
-9,
-13,
-10,
-9,
-8,
-10,
-9,
-9,
-9,
-6,
-8,
-10,
-7,
-6,
-8,
-6,
-8,
-6,
-5,
-5,
-7,
-6,
-7,
-6,
-7,
-7,
-6,
-4,
-4,
-4,
-4,
-4,
-4,
-2,
-3,
-2,
-4,
-6,
-3,
-1,
-2,
-2,
-2,
2,
-2,
-2,
-1,
-1,
-1,
-2,
0,
-1,
0,
-1,
1,
1,
0,
0,
0,
0,
1,
1,
0,
2,
2,
0,
2,
2,
1,
3,
2,
0,
1,
3,
3,
6,
1,
2,
