Zee;90.73499487517176;0.8545728466416884
gauge;80.99572706452717;0.14478719710482882
gauge_el_etiso_ll;80.94162817642166;0.15999983785415386
gauge_el_etiso_ul;81.00901004007297;0.1609171990169857
gauge_etimis_ll;81.0809987053312;0.16203558407423468
gauge_etmis_ul;81.0809987053312;0.16203558407423468
gauge_pt_ll;80.80807257877295;0.1439778888176117
gauge_pt_ul;80.9106407301544;0.13230254104149414
gauge_ptw_ll;81.00482503019371;0.16327680693488406
gauge_ptw_ul;80.98122619371787;0.1656148167606063
gauge_qcd_real_ll;80.98420947188518;0.14503683109582302
gauge_qcd_real_ul;80.89358195124493;0.20600923562592696
gauge_qcd_std_ll;80.98432515072804;0.14642804125995887
gauge_qcd_std_ul;80.98795900590719;0.1462200398397702
gauge_xmin_25_xmax_50;80.99606935525432;0.1452068082800316
gauge_xmin_25_xmax_55;80.93397254510387;0.10921763074615415
gauge_xmin_30_xmax_55;80.93686245308584;0.1097418019215172
Zee;90.73499487517176;0.8545728466416884
