Memory Length,25000,
Trigger Level,-1.320E+00,
Source,CH1,
Vertical Units,V,
Vertical Scale,2.000E-02,
Vertical Position,6.400E-03,
Horizontal Units,s,
Horizontal Scale,1.000E-03,
Horizontal Position,-9.600E-04,
Horizontal Mode,Main,
Sampling Period,8.000E-07,
Firmware,V1.09,
Time,06-May-21 16:55,
Waveform Data,
-32,
-35,
-30,
-34,
-34,
-36,
-32,
-33,
-32,
-33,
-32,
-34,
-33,
-33,
-30,
-32,
-32,
-32,
-30,
-31,
-31,
-32,
-32,
-34,
-32,
-31,
-33,
-30,
-30,
-32,
-28,
-30,
-29,
-32,
-30,
-29,
-33,
-28,
-34,
-31,
-30,
-32,
-28,
-32,
-29,
-31,
-30,
-27,
-30,
-27,
-32,
-29,
-30,
-29,
-30,
-32,
-30,
-30,
-30,
-28,
-30,
-26,
-31,
-29,
-32,
-29,
-32,
-32,
-32,
-30,
-29,
-26,
-30,
-29,
-30,
-30,
-29,
-29,
-32,
-31,
-32,
-30,
-27,
-30,
-27,
-32,
-28,
-28,
-31,
-26,
-33,
-29,
-29,
-32,
-25,
-30,
-27,
-31,
-28,
-28,
-28,
-25,
-28,
-29,
-25,
-30,
-26,
-31,
-28,
-30,
-25,
-29,
-26,
-27,
-26,
-28,
-24,
-27,
-26,
-26,
-26,
-28,
-25,
-27,
-24,
-28,
-24,
-28,
-23,
-24,
-26,
-24,
-28,
-26,
-24,
-26,
-22,
-27,
-24,
-24,
-25,
-21,
-25,
-21,
-25,
-24,
-25,
-23,
-25,
-24,
-26,
-24,
-25,
-21,
-27,
-22,
-25,
-24,
-26,
-22,
-29,
-24,
-26,
-25,
-24,
-25,
-23,
-25,
-24,
-24,
-25,
-21,
-27,
-24,
-25,
-23,
-23,
-25,
-25,
-29,
-24,
-25,
-24,
-24,
-24,
-22,
-22,
-24,
-24,
-24,
-24,
-27,
-23,
-24,
-21,
-22,
-21,
-23,
-20,
-25,
-21,
-22,
-25,
-21,
-24,
-21,
-20,
-24,
-21,
-24,
-20,
-21,
-23,
-20,
-24,
-22,
-22,
-20,
-23,
-21,
-24,
-21,
-20,
-19,
-23,
-20,
-22,
-22,
-22,
-22,
-23,
-20,
-25,
-20,
-23,
-17,
-22,
-20,
-22,
-22,
