Memory Length,25000,
Trigger Level,-4.000E-02,
Source,CH1,
Vertical Units,V,
Vertical Scale,1.000E-02,
Vertical Position,4.800E-03,
Horizontal Units,s,
Horizontal Scale,1.000E-03,
Horizontal Position,1.076E-02,
Horizontal Mode,Main,
Sampling Period,8.000E-07,
Firmware,V1.09,
Time,06-May-21 15:07,
Waveform Data,
-42,
-50,
-45,
-45,
-46,
-41,
-46,
-44,
-46,
-45,
-44,
-45,
-42,
-49,
-49,
-46,
-49,
-48,
-48,
-50,
-49,
-46,
-46,
-47,
-48,
-50,
-54,
-50,
-51,
-52,
-52,
-53,
-55,
-48,
-52,
-49,
-52,
-54,
-52,
-51,
-50,
-54,
-53,
-56,
-58,
-53,
-56,
-54,
-52,
-57,
-54,
-55,
-53,
-56,
-58,
-57,
-60,
-55,
-55,
-56,
-54,
-57,
-55,
-53,
-56,
-56,
-59,
-58,
-59,
-57,
-60,
-60,
-64,
-53,
-60,
-54,
-58,
-60,
-61,
-60,
-61,
-61,
-61,
-61,
-65,
-58,
-63,
-60,
-61,
-62,
-62,
-61,
-61,
-64,
-66,
-64,
-67,
-64,
-63,
-65,
-61,
-64,
-64,
-61,
-63,
-66,
-65,
-66,
-67,
-64,
-62,
-66,
-66,
-65,
-65,
-62,
-65,
-70,
-69,
-68,
-68,
-64,
-68,
-66,
-70,
-64,
-66,
-70,
-68,
-70,
-70,
-68,
-72,
-69,
-76,
-65,
-72,
-70,
-70,
-70,
-70,
-69,
-73,
-72,
-76,
-70,
-72,
-73,
-72,
-71,
-72,
-70,
-72,
-76,
-76,
-74,
-74,
-76,
-74,
-72,
-75,
-71,
-72,
-77,
-72,
-75,
-71,
-76,
-76,
-74,
-79,
-72,
-75,
-75,
-74,
-74,
-72,
-73,
-72,
-78,
-80,
-74,
-79,
-74,
-77,
-75,
-77,
-72,
-72,
-76,
-78,
-78,
-79,
-76,
-79,
-77,
-78,
-73,
-76,
-74,
-79,
-77,
-80,
-78,
-76,
-81,
-80,
-77,
-80,
-74,
-79,
-78,
-79,
-77,
-76,
-80,
-79,
-80,
-82,
-74,
-77,
-77,
-78,
-77,
-76,
-75,
-75,
-78,
-78,
-76,
-80,
-75,
-77,
-78,
-78,
-74,
-76,
-72,
-74,
-76,
-81,
-77,
-80,
-76,
-79,
-76,
-80,
-73,
-76,
-75,
-77,
-79,
-80,
-77,
-77,
-77,
-77,
-76,
-79,
-73,
-78,
-76,
-77,
-80,
-80,
-76,
-76,
-77,
-76,
-74,
-76,
-73,
-75,
-78,
-77,
-80,
-79,
-76,
-76,
-76,
-76,
-74,
-76,
-74,
-72,
-77,
-76,
-76,
-75,
-72,
-74,
-74,
-79,
-72,
-76,
-69,
-71,
-74,
-73,
-73,
-74,
-73,
-75,
-72,
-78,
-70,
-74,
-70,
-70,
-73,
-72,
-73,
-75,
-70,
-76,
-73,
-77,
-70,
-72,
-68,
-68,
-73,
-70,
-70,
-72,
-69,
-72,
-70,
-74,
-66,
-70,
-67,
-66,
-70,
-66,
-67,
-66,
-68,
-70,
-68,
-73,
-64,
-67,
-66,
-65,
-65,
-64,
-63,
-61,
-66,
-66,
-63,
-66,
-63,
-63,
-64,
-63,
-59,
-62,
-58,
-62,
-64,
-66,
-61,
-63,
-62,
-63,
-62,
-62,
-59,
-61,
-57,
-62,
-60,
-62,
-60,
-60,
-60,
-60,
-61,
-62,
-56,
-56,
-58,
-59,
-59,
-58,
-58,
-55,
-58,
-58,
